具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
顾乡大街,都市秀景,2室1厅,96.8,10342,南 北,93.6,8,其他,板楼
顾乡凯德广场,清河湾小区,2室1厅,56,10000,南 北,56,7,其他,板楼
哈西商圈,汇龙温莎花园,1室1厅,85,14656,南,58,14,其他,暂无数据
安字片,安德街,1室1厅,26,8125,西,32,8,其他,板楼
群力新区,中兴城,2室0厅,55,11000,南,50,30,其他,板楼
安字片,安松街,1室1厅,26.8,8646,南,31,8,其他,板楼
建国公园,紫金城,1室0厅,62,12039,东,51.5,33,简装,板楼
安字片,安心街,1室1厅,33,10704,南,30.83,8,其他,板楼
群力新区,中海寰宇天下,2室1厅,125,14045,南 北,89,23,其他,板楼
群力新区,中兴城,2室1厅,88,12395,南 北,71,30,其他,板楼
顾乡大街,溪畔嘉园,2室1厅,98,8033,南 北,122,7,其他,板楼
工农大街,民生尚都瑞园,1室1厅,62,9775,南,63.43,18,其他,板楼
群力新区,中海寰宇天下,2室1厅,145,16293,南 北,89,26,其他,板楼
顾乡凯德广场,清河湾小区,2室1厅,54.8,9615,南 北,57,6,其他,板楼
顾乡大街,美晨家园,2室1厅,85,10625,南 北 东,80,7,其他,板塔结合
群力新区,康泰嘉园,2室1厅,135,11200,南 北,120.54,24,其他,板楼
工农大街,翡翠城,1室1厅,68,13878,西北,49,32,其他,板楼
群力新区,民生尚都和园,1室1厅,59.8,8082,南 北,74,32,其他,板楼
群力新区,雨阳名居,2室2厅,190,15080,东 南 西,126,24,其他,板楼
工农大街,新城小区,2室1厅,34,6182,东 西,55,8,其他,板楼
安字片,安广街,1室1厅,32,8649,南,37,8,其他,板塔结合
群力新区,保利城,2室1厅,135,15169,南 北,89,32,其他,暂无数据
建国公园,建国街,2室1厅,32,5615,南,57,7,其他,板塔结合
工农大街,漫步·巴黎,2室1厅,83,16288,东南,50.96,17,其他,板楼
群力新区,河松小区一期,2室1厅,58,9355,西,62,7,其他,板楼
群力新区,中海寰宇天下,1室1厅,79,21352,东,37,11,其他,板楼
工农大街,群力新苑东区,2室1厅,70,10938,南 北,64,6,其他,板楼
顾乡大街,新华小区(道里区),2室1厅,43,9556,东 西,45,7,其他,板楼
群力新区,群力家园B区,2室1厅,129,11518,南 北,112,25,其他,板楼
群力新区,海富绣园,2室1厅,124.8,15408,南,81,18,其他,板楼
建国公园,钢铁街住宅小区,1室1厅,17,4858,东,35,8,其他,板楼
群力新区,康泰嘉园,2室1厅,112,11392,南 北,98.32,22,其他,板楼
顾乡凯德广场,湖景春晓,2室1厅,145,12346,南 北,117.45,30,其他,板楼
哈西商圈,哈西民主家园,2室1厅,63.5,10326,东 南,61.5,32,其他,板楼
群力新区,中兴城,2室1厅,59,11501,东,51.3,27,其他,板楼
群力新区,群力家园E区,2室2厅,139,12301,南 北,113,26,其他,板楼
顾乡大街,美晨家园,1室1厅,59.8,11859,东北,50.43,7,其他,板塔结合
顾乡大街,新天地家园,2室1厅,79,11450,东 西,69,7,其他,板楼
群力新区,海富康城,2室1厅,72,11250,南,64,7,其他,板楼
工农大街,翡翠城,2室1厅,110,12820,西 北,85.81,32,其他,板楼
工农大街,翡翠城,2室1厅,80,13334,西南,60,32,其他,板楼
顾乡凯德广场,乡社街东区,2室1厅,49.9,8415,北 南,59.3,7,其他,板楼
群力新区,海富康城,2室1厅,99.8,9128,南,109.34,7,其他,板塔结合
工农大街,群力新苑东区,2室1厅,95,12393,东 西,76.66,6,其他,暂无数据
群力新区,中兴城,2室1厅,75,12097,南 北,62,30,其他,板楼
群力新区,河松小区二期,2室1厅,73,8391,东 西,87,7,其他,板楼
顾乡大街,新华街,2室1厅,52.8,10560,南 北,50,7,其他,板楼
工农大街,迎宾小区,2室1厅,54.8,8839,南 北,62,7,简装,板楼
顾乡大街,百合名苑(道里区),2室1厅,68,8718,南,78,8,其他,板楼
哈西商圈,红星城,2室1厅,99.8,11814,东北,84.48,26,其他,板楼
群力新区,群力恒大国际中心,1室1厅,61,15642,北,39,24,其他,塔楼
顾乡大街,新华街,1室1厅,43,9348,东南,46,7,其他,板楼
工农大街,天薇丽景园,2室1厅,86.9,13658,南,63.63,16,其他,板楼
工农大街,群力新苑东区,2室1厅,53.8,10760,南,50,6,其他,板楼
中央大街,松花江·尚,1室1厅,110,23914,西,46,20,其他,板楼
安字片,安静街,2室1厅,48,7620,西,63,7,其他,板塔结合
顾乡大街,康安小区(道里区),2室1厅,75,8523,东 西,88,7,其他,板楼
顾乡大街,美晨家园,2室1厅,98,12437,南 北,78.8,8,其他,板塔结合
群力新区,城安小区,2室1厅,26.5,7163,南,37,6,其他,板楼
工农大街,新城小区,2室1厅,61,10518,西南 东北,58,8,其他,板楼
群力新区,海富康城,2室1厅,63,6919,南 北,91.06,7,其他,板楼
顾乡大街,都市秀景,2室1厅,95,9912,南 北,95.85,8,其他,板楼
群力新区,汇锦香槟湾,2室1厅,159,18069,南 北,88,32,精装,板楼
安字片,安定街,2室1厅,50.2,6925,南,72.5,8,简装,板塔结合
建国公园,爱丁堡,2室2厅,138,10953,南 北,126,32,简装,板塔结合
群力新区,招商贝肯山三期,3室2厅,248,18951,南 北,130.87,7,简装,板楼
群力新区,群力新城南区,2室2厅,205,15186,东 西,135,32,精装,板楼
工农大街,理想0451,2室1厅,75,11195,南 北,67,31,精装,板楼
建国公园,新阳路,2室1厅,24,4000,南 北,60,8,精装,板楼
工农大街,迎宾小区,2室1厅,34.8,5565,南 北,62.54,7,简装,板楼
工农大街,迎宾小区,2室1厅,75,9616,南,78,7,简装,板楼
群力新区,中海寰宇天下,2室1厅,160,17978,南 北,89,26,毛坯,板楼
顾乡大街,美晨家园,2室1厅,105,11912,南 北,88.15,7,精装,板塔结合
群力新区,群力家园k区,2室1厅,129,11474,南 北,112.43,26,精装,板楼
工农大街,漫步·巴黎,2室2厅,158,15644,南 北,101,17,简装,板楼
群力新区,银泰城,2室2厅,110,10000,南,110,30,精装,板楼
群力新区,海富康城,3室1厅,108,10247,南 西 北,105.4,7,简装,板塔结合
群力新区,中海寰宇天下,2室2厅,235,22816,南,103,2,精装,板楼
群力新区,群力恒大国际中心,1室1厅,59,14750,东,40,21,其他,塔楼
群力新区,群力家园C区,3室1厅,170,11972,南 北,142,26,毛坯,板楼
建国公园,南美花园,2室1厅,70,9669,南,72.4,7,其他,板楼
工农大街,报达文化嘉园第一期,1室1厅,49.8,10827,西,46,7,简装,板楼
群力新区,民生尚都和园,1室1厅,66.5,8867,东南,75,28,其他,板楼
工农大街,上和园著,3室2厅,290,20139,南 北,144,32,其他,板楼
群力新区,恒大天地人和,2室1厅,110,15069,西北,73,31,其他,板楼
群力新区,中海·紫御观邸,3室1厅,199,17305,南 北,115,6,其他,板楼
群力新区,群力新城中区,3室2厅,218,16770,南 北,130,18,其他,暂无数据
群力新区,招商贝肯山三期,4室2厅,325,18362,南 北,177,32,其他,板楼
群力新区,保利上城,3室2厅,171.5,15451,南 北,111,18,其他,板楼
群力新区,瑾翠华府,3室2厅,500,26882,南 北,186,7,其他,暂无数据
群力新区,群力家园C区,3室1厅,158,11762,南 北,134.34,26,其他,板楼
群力新区,玫瑰湾小区东区,2室1厅,167,14911,南 北,112,29,其他,板楼
群力新区,银泰城,3室2厅,183,14077,南 北,130,30,其他,暂无数据
兆麟校,森林街,3室1厅,115,11393,南 西,100.94,8,其他,板楼
顾乡凯德广场,祥泰人家,2室1厅,118,10217,西北,115.5,12,其他,板塔结合
安字片,抚顺街,2室0厅,33,6322,西,52.2,8,其他,板塔结合
安字片,安道街,2室1厅,32,6286,南 北,50.91,7,其他,板楼
工农大街,漫步·巴黎,2室2厅,170,16191,南 北,105,10,简装,板楼
西大桥商圈,欧洲新城,2室1厅,160,12308,南,130,25,精装,板楼
群力新区,恒盛豪庭,3室2厅,258,19254,南 北,134,27,精装,板楼
群力新区,恒盛豪庭,3室2厅,325,17106,南 北,190,32,精装,板楼
公路大桥,光华小区,2室1厅,63,7683,南 北,82,8,简装,板楼
爱建,上实盛世江南,3室2厅,370,19649,南 北 东,188.31,30,其他,板塔结合
公路大桥,碧江名苑,3室1厅,128,7758,南 北,165,25,精装,板楼
经纬街,经纬三道街,4室1厅,165,9706,东 西,170,6,精装,板楼
公路大桥,共乐小区,3室1厅,82,6030,西 南,136,8,简装,板塔结合
建国公园,紫金城,3室1厅,185,12848,南 北,144,32,简装,板楼
西大桥商圈,欧洲新城,3室1厅,183,12200,南 北,150,8,简装,板塔结合
爱建,爱建紫园,3室2厅,255,14407,南 北 西,177,30,其他,板塔结合
公路大桥,宝宇凯旋城一期,2室2厅,193,13220,东 南 北,146,31,精装,板楼
哈西商圈,恒祥城一期,3室1厅,275,13750,东 西,200,32,简装,板楼
建国公园,通达馨园,3室2厅,148,8315,南 北,178,7,简装,板楼
群力新区,宝石花园,2室1厅,125,11575,南 北,108,6,精装,板楼
群力新区,河柏小区,3室2厅,90,6692,东 西,134.5,7,精装,板楼
工农大街,丽水丁香园,2室2厅,155,14221,南 北,109,7,精装,板楼
群力新区,阳光颐养花园,2室1厅,65.5,8973,南 北,73,7,精装,板楼
西大桥商圈,欧洲新城,2室1厅,125,12255,南 北,102,8,精装,板塔结合
群力新区,招商贝肯山二期,3室1厅,235,17280,南,136,18,精装,板楼
爱建,上实盛世江南,3室1厅,287,18051,南 北,159,30,其他,板塔结合
群力新区,盛和天下,5室3厅,850,23225,西南 北,366,3,毛坯,暂无数据
群力新区,盛和天下,5室3厅,850,23225,西南 北,366,3,毛坯,暂无数据
公路大桥,宝宇凯旋城一期,2室2厅,210,15329,南 北,137,31,精装,板楼
西大桥商圈,欧洲新城,3室1厅,185,12938,南 北,143,8,精装,板塔结合
建国公园,正阳花园,4室1厅,180,9000,南 北,200,7,精装,板楼
群力新区,招商贝肯山,2室2厅,215,17339,南 北,124,27,精装,板楼
群力新区,星光耀广场,3室1厅,225,15307,南 北,147,32,精装,暂无数据
群力新区,星光耀广场,3室2厅,290,15344,南 北,189,35,毛坯,板楼
西大桥商圈,欧洲新城,3室2厅,210,11798,南,178,26,精装,板塔结合
建国公园,松苍小区,3室1厅,100,8334,南 北,120,8,简装,板楼
爱建,锦园,4室2厅,320,14894,南 北,214.86,24,精装,塔楼
群力新区,星光耀广场,3室1厅,235,15987,南 北,147,31,毛坯,板楼
群力新区,招商贝肯山,3室2厅,265,21219,南 北,124.89,6,精装,暂无数据
西大桥商圈,欧洲新城,3室1厅,188,12966,南 北,145,30,精装,板塔结合
群力新区,河鼓小区,3室1厅,60,5715,南 北,105,7,精装,板楼
群力新区,群力新城南区,3室1厅,310,19375,南 北,160,32,精装,板楼
工农大街,漫步·巴黎,3室2厅,200,15389,南 北,129.97,26,精装,板楼
中央大街,观江国际,3室2厅,660,29465,南 北,224,39,精装,塔楼
工农大街,群力新苑东区,2室1厅,88,11734,南 北,75,6,简装,板楼
群力新区,招商贝肯山,3室2厅,300,23567,南 北,127.3,7,精装,板楼
爱建,爱建紫园,3室2厅,260,14690,南 北,177,30,精装,板楼
西大桥商圈,峰尚福成,3室2厅,157,12077,南 北,130,12,精装,板楼
顾乡大街,新天地家园,2室1厅,96,9505,东 西,101,7,简装,板楼
建国公园,丁香名苑,2室1厅,38,4946,南 北,76.84,8,简装,板楼
群力新区,宏润翠湖天地,4室2厅,290,16478,南 北,176,29,毛坯,板楼
爱建,润园,3室2厅,315,18640,北 南,169,20,其他,平房
群力新区,招商贝肯山三期,3室1厅,185,17290,南 北,107,24,简装,板楼
群力新区,恒大帝景,4室2厅,186,13567,南 北,137.1,27,精装,板楼
安字片,安固街,4室1厅,128,8768,东 西,146,8,简装,板塔结合
群力新区,玫瑰湾小区东区,3室2厅,210,14719,南 北,142.68,29,精装,板楼
西大桥商圈,欧洲新城,3室1厅,188,11975,南 北,157,34,简装,板楼
工农大街,群力新苑东区,2室1厅,145,12355,南 北,117.37,11,其他,板楼
群力新区,恒祥空间,3室2厅,180,13633,南 北,132.04,29,毛坯,板楼
群力新区,玫瑰湾,3室2厅,235,16320,南 北,144,29,精装,板楼
工农大街,迎宾小区,4室1厅,110,7285,南 北,151,7,精装,板楼
西大桥商圈,欧洲新城,3室2厅,180,12858,南 北 西,140,34,精装,板楼
群力新区,宏润翠湖天地,2室2厅,220,18182,南 北,121,24,精装,板楼
顾乡凯德广场,南方花园,3室1厅,133,9399,东 南 北,141.51,8,精装,板楼
工农大街,玫瑰湾小区西区,4室2厅,360,18091,南 北,199,18,精装,板楼
群力新区,星光耀广场,3室2厅,260,13757,南 北,189,29,毛坯,板楼
群力新区,银泰城,3室2厅,166,14311,南 北,116,23,精装,暂无数据
顾乡大街,新天地家园,3室1厅,123,10424,东 西,118,7,简装,板楼
公路大桥,通达世家,3室1厅,215,11498,南 北,187,16,简装,塔楼
群力新区,恒大天地人和,3室2厅,320,16081,南 北 东,199,31,精装,板楼
工农大街,丽水雅居,3室2厅,188,13111,南 北 东,143.4,32,精装,板楼
群力新区,熙郡印象馨园,3室2厅,137.5,11753,南 北 西,117,18,精装,板楼
西大桥商圈,欧洲新城,3室2厅,240,12308,南 北 西,195,28,精装,板塔结合
群力新区,盛和世纪,3室2厅,315,20538,北 南 西,153.38,32,精装,板楼
群力新区,星光耀广场,3室2厅,300,19608,南 北,153,31,精装,板楼
群力新区,锦江绿色家园,3室2厅,155,11152,南 北,139,7,精装,板楼
工农大街,恒大雅苑,3室1厅,100,9346,南 北,107,27,毛坯,板楼
群力新区,天鹅湾·赫郡,3室2厅,206,14406,南 北,143,29,精装,板楼
群力新区,玫瑰湾小区东区,3室2厅,280,17178,南 北,163,18,精装,板楼
建国公园,丁香名苑,3室2厅,150,9588,南 北,156.46,8,精装,板楼
工农大街,民生尚都瑞园,3室1厅,118,9181,南 北,128.53,6,其他,板楼
建国公园,紫金城,2室1厅,160,14036,南 北,114,32,精装,板楼
群力新区,群力新城中区,3室2厅,265,16159,南 北,164,26,精装,板楼
群力新区,观江首府,3室2厅,260,16620,东 南 北,156.44,33,精装,暂无数据
中央大街,观江国际,3室2厅,750,30365,南 北,247,39,精装,板塔结合
群力新区,玫瑰湾小区东区,4室2厅,388.5,15793,东南 北,246,30,精装,板楼
群力新区,瑞江观景花园,3室2厅,78,6094,南 北,128,7,精装,板塔结合
工农大街,漫步·巴黎,2室1厅,125,15244,西北,82,28,精装,板楼
群力新区,玫瑰湾小区东区,3室2厅,225,15810,南 北,142.32,26,精装,板楼
群力新区,天鹅湾·赫郡,3室2厅,340,23530,南 北,144.5,21,精装,板楼
群力新区,群力观江国际,3室1厅,326,22028,南 北,148,26,精装,板楼
工农大街,群力新苑东区,2室1厅,85,11354,南 北,74.87,6,精装,板楼
群力新区,海富第五大道,3室1厅,188,18432,东 西 北,102,7,精装,板楼
工农大街,漫步·巴黎,3室1厅,270,20770,南 北,130,18,精装,板楼
群力新区,盛和世纪,3室1厅,460,25843,南 北,178,5,其他,板楼
群力新区,招商贝肯山,3室1厅,278,22602,南 北,123,7,精装,板楼
群力新区,恒大帝景,2室1厅,128,15957,南 北,80.22,20,其他,板楼
群力新区,海富康城,3室2厅,188,11464,南 北,164,18,其他,暂无数据
建国公园,紫金城,2室2厅,186,13466,南 北,138.13,32,精装,板楼
群力新区,群力观江国际,3室2厅,278,19727,东南 北,140.93,30,精装,板楼
群力新区,银泰城,3室2厅,175,15087,南 北,116,30,精装,暂无数据
群力新区,翠湖天地璞园,4室2厅,342,17986,南 北,190.15,30,其他,板楼
群力新区,恒大帝景,2室1厅,178,13384,南 北,133,24,精装,板楼
群力新区,海富康城,4室2厅,169,9549,南 北,177,7,其他,板塔结合
工农大街,上和园著,5室2厅,500,25253,南 北,198,6,其他,板楼
群力新区,熙郡印象馨园,2室1厅,102,11461,西北,89,30,其他,板楼
群力新区,群力家园C区,3室1厅,182,13383,南 北,136,26,其他,板楼
群力新区,民生尚都怡园,3室1厅,108,10000,东 南 北,108,12,其他,板楼
群力新区,海富第五大道,3室2厅,294,18149,东 西,162,9,其他,板楼
群力新区,海富康城,3室1厅,158,9814,南 北,161,18,其他,板塔结合
工农大街,宜居家园B区,3室2厅,149,8870,东 西,168,16,其他,塔楼
建国公园,宝融上元府邸,2室1厅,141,11280,东 西 北,125,34,其他,板楼
群力新区,银泰城,3室1厅,188,16207,南 北,116,27,精装,暂无数据
工农大街,玫瑰湾小区西区,3室2厅,290,16478,南 北,176,11,精装,板楼
爱建,上实盛世江南,3室2厅,480,23265,南 北,206.32,30,其他,板塔结合
群力新区,保利上城,3室1厅,145,15935,南 北,91,28,其他,板楼
群力新区,群力观江国际,3室2厅,260,15477,南 北,168,26,其他,板楼
群力新区,中海寰宇天下,3室2厅,215,17064,南 北,126,27,其他,板楼
工农大街,上和园著,4室2厅,480,23077,南 北,208,6,其他,板楼
群力新区,群力新城小区北区,4室2厅,395,19363,南 北,204,24,其他,板楼
群力新区,玫瑰湾小区东区,3室2厅,235,15772,南 北,149,24,其他,板楼
工农大街,翡翠城,1室1厅,96.8,14029,南,69,32,其他,板楼
群力新区,群力新城中区,3室1厅,185,13704,南 北,135,18,其他,板楼
建国公园,紫金城,2室1厅,158,14108,东南 北,112,32,其他,板楼
顾乡大街,康安小区(道里区),3室1厅,79.8,6548,南 北,121.87,7,其他,板楼
群力新区,招商贝肯山三期,3室2厅,205,15074,南 北,136,32,其他,板楼
兆麟校,中艺瑞宝名苑,3室1厅,88,5642,南 北,156,8,精装,板楼
建国公园,紫金城,2室1厅,129,14828,南 北,87,32,其他,板楼
爱建,爱建涛园,3室2厅,260,18979,南 北,137,28,其他,板塔结合
群力新区,河松小区三期,4室2厅,148,7805,南 北,189.63,7,精装,板塔结合
群力新区,群力观江国际,3室2厅,305,18828,南 北 西,162,28,其他,板楼
工农大街,漫步·巴黎,2室1厅,165,15715,南 北,105,10,其他,板楼
群力新区,汇锦香槟湾,3室1厅,225,16612,南 北,135.45,33,其他,板楼
群力新区,恒盛豪庭,3室2厅,325,18362,南 北,177,26,其他,板楼
建国公园,正阳花园,2室1厅,72,6729,南 北,107,7,其他,板楼
群力新区,锦江绿色家园,2室2厅,120,5358,东 西,224,7,其他,板楼
群力新区,星光耀广场,3室1厅,188,16069,南 北,117,31,其他,板楼
工农大街,博尚雅居,3室1厅,128,11963,南 北 东,107,32,其他,板楼
建国公园,紫金城,2室1厅,150,13393,南 北,112,22,其他,板楼
群力新区,翠湖天地璞园,2室2厅,240,19513,南 北,123,30,其他,板楼
西大桥商圈,欧洲新城,3室2厅,236,7920,南 北,298,8,其他,板塔结合
群力新区,河松小区三期,4室2厅,125,7103,南 北,176,7,简装,暂无数据
群力新区,富力江湾新城,3室2厅,370,21164,南 北,174.83,32,其他,暂无数据
顾乡大街,郁金台,3室2厅,185,13243,南 北,139.7,33,其他,板楼
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),2室1厅,98,7461,西,131.35,15,简装,板塔结合
哈西商圈,恒祥城一期,2室1厅,125,13441,东南,93,32,其他,板楼
群力新区,外滩壹号,4室2厅,465,26725,南 北,174,31,其他,暂无数据
群力新区,富力江湾新城,4室2厅,700,28113,南 北 东,249,29,其他,板楼
群力新区,河梁小区,3室2厅,98,7968,东 西,123,7,其他,板塔结合
建国公园,宝融上元府邸,2室1厅,128,10240,南 北,125,34,简装,板楼
建国公园,紫金城,2室1厅,170,13386,南,127,32,其他,板楼
建国公园,紫金城,2室1厅,178,14016,南 北,127,32,其他,板楼
群力新区,财智公馆,3室2厅,217,14277,东 南 北,152,33,其他,板楼
群力新区,群力家园C区,3室2厅,172,12648,南 北,136,26,其他,板楼
公路大桥,前进路,2室1厅,43,6986,南 北,61.56,7,其他,板楼
建国公园,紫金城,2室2厅,158,13390,西南,118,22,其他,板楼
群力新区,恒大帝景,4室2厅,230,14160,南 北,162.44,26,其他,板楼
群力新区,三松宜家,2室2厅,300,22223,南 北,135,30,其他,板楼
群力新区,招商贝肯山,4室2厅,400,19901,南,201,7,其他,板楼
建国公园,紫金城,2室1厅,170,13386,南 北,127,32,其他,板楼
公路大桥,宝宇凯旋城一期,4室2厅,270,14362,南 北,188,31,精装,板楼
群力新区,天鹅湾,4室2厅,380,16179,南 北,234.88,28,其他,板楼
工农大街,漫步·巴黎,3室1厅,280,20982,南 北,133.45,11,其他,板楼
工农大街,新城花园,3室1厅,154,11324,南 北,136,6,其他,板楼
西大桥商圈,民众小区,2室1厅,65,8478,南,76.67,7,其他,板楼
中央大街,通江街,3室1厅,128,11131,西 东,115,7,精装,板楼
群力新区,外滩首府,3室2厅,300,20409,南 北,147,17,精装,板楼
建国公园,紫金城,2室1厅,160,13921,南,114.94,32,其他,板楼
西大桥商圈,欧洲新城,3室2厅,185,13047,南 北,141.8,8,其他,板塔结合
爱建,爱建紫园,3室2厅,260,14714,南 北,176.71,30,其他,板楼
群力新区,外滩首府,4室2厅,600,30613,南 北,196,3,其他,暂无数据
团结萧红校哈站北秀宾馆,经纬头道街,2室1厅,53.5,9991,东 西,53.55,8,其他,板楼
群力新区,外滩首府,6室3厅,1200,26491,南 北,453,6,其他,暂无数据
公路大桥,建议街,2室1厅,130,10400,南 东 西,125,7,其他,板楼
群力新区,宏润翠湖天地,3室2厅,350,20711,南 北,169,29,其他,板楼
工农大街,迎宾小区,2室1厅,91,7584,西北,120,18,简装,板楼
工农大街,迎宾小区,2室1厅,89,7296,南 北,122,7,简装,板楼
中央大街,上游街,3室1厅,77,10281,南 北,74.9,5,简装,板楼
顾乡凯德广场,通顺小区,2室1厅,33,4715,南 北,70,8,精装,板楼
公路大桥,河阳街,2室1厅,34.5,6900,南 北,50,7,简装,板塔结合
顾乡大街,康安小区(道里区),2室1厅,31.8,6638,南,47.91,8,简装,板楼
顾乡大街,美晨家园,3室1厅,123,9462,东 西 北,130,18,精装,板塔结合
群力新区,招商贝肯山,2室1厅,158.1,17185,南 北,92,32,毛坯,板楼
工农大街,翡翠城,2室1厅,145,13182,南 北,110,32,简装,板楼
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),1室1厅,19.8,6000,南,33,8,精装,板楼
安字片,安升街(安隆街),1室1厅,17.5,5304,南,33,7,简装,板塔结合
群力新区,保利城,2室0厅,142,16137,南 北,88,32,精装,板楼
工农大街,群力新苑东区,1室1厅,80,13307,南,60.12,18,简装,板楼
兆麟校,田地街,2室1厅,35.5,6340,东北,56,7,简装,板楼
哈西商圈,红星城,2室1厅,160,13356,南 北,119.8,26,简装,板楼
群力新区,群力家园C区,2室1厅,132,12000,南 北,110,26,简装,板楼
安字片,安升街(安隆街),2室1厅,45.8,8642,东 西,53,7,精装,板塔结合
群力新区,河柏小区,2室1厅,81.5,8317,南 北,98,7,精装,板楼
安字片,安宁街,2室0厅,50,10527,南 北,47.5,7,简装,板楼
工农大街,天薇丽景园,2室1厅,130,13015,南 北,99.89,14,精装,板楼
建国公园,钢铁街住宅小区,1室1厅,27,7715,南 北,35,8,简装,板塔结合
工农大街,天薇丽景园,2室1厅,127,12331,南 北,103,7,精装,板楼
安字片,安丰街,2室1厅,45,7500,南 北,60,7,简装,板楼
安字片,安国街,2室1厅,42,8750,南,48,7,简装,板塔结合
安字片,安正街,1室1厅,23,9584,南,24,7,简装,板塔结合
公路大桥,建国南头道街,1室1厅,23.8,7705,西,30.89,8,简装,板楼
顾乡大街,新华小区(道里区),2室1厅,40.8,8748,东,46.64,8,精装,板楼
建国公园,松苍小区,1室1厅,30.5,7237,西,42.15,8,简装,塔楼
顾乡大街,顾乡大街,1室0厅,21,7778,南,27,7,简装,板楼
群力新区,群力家园k区,2室1厅,130,11608,南 北,112,26,毛坯,板楼
工农大街,新城花园,2室1厅,42,8157,南,51.49,7,简装,板楼
安字片,安正街,2室1厅,29,6171,南 北,47,8,简装,板楼
安字片,安松街,2室1厅,33.5,7445,南 北,45,7,简装,板塔结合
群力新区,群力家园B区,2室1厅,117.9,9992,南 北,118,26,精装,板楼
哈西商圈,哈西民主家园,2室1厅,65,10656,南,61,32,精装,板楼
工农大街,理想0451,2室1厅,125,12589,南 北 西,99.3,32,简装,暂无数据
顾乡大街,新天地家园,2室1厅,105,10357,东 西,101.39,7,精装,板楼
哈西商圈,恒祥城一期,2室1厅,102,13247,南,77,27,精装,板楼
群力新区,外滩首府,2室2厅,215,18696,南 北,115,15,毛坯,板楼
兆麟校,买卖街,2室1厅,105,10623,东 西,98.85,6,精装,板塔结合
群力新区,招商贝肯山,2室1厅,170,17895,东南,95,6,毛坯,暂无数据
工农大街,迎宾小区,2室1厅,62,8494,东 西,73,7,简装,板楼
安字片,安丰街,2室1厅,37.5,6921,东南,54.19,7,简装,板楼
公路大桥,哈药路,2室1厅,33,8250,南,40,8,简装,板楼
哈西商圈,红星城,2室1厅,87,10992,南,79.15,24,简装,板楼
安字片,安康街,1室0厅,28,8589,南 北,32.6,7,简装,板楼
工农大街,恒大雅苑,1室1厅,72,12000,南,60,34,精装,板楼
公路大桥,建国南二道街,3室1厅,91.8,14986,南 北,61.26,4,简装,板楼
安字片,安定街,1室1厅,17,5667,北,30,8,简装,板塔结合
安字片,北安街,2室1厅,45,8491,南,53,6,简装,板楼
安字片,安定街,2室1厅,50.8,6959,南 北,73,8,精装,板塔结合
安字片,安丰街,2室1厅,41,7593,东 西,54,7,简装,板楼
哈西商圈,康安家园,2室1厅,67,10308,东 西,65,7,精装,板楼
群力新区,熙郡印象馨园,2室1厅,52,9286,东,56,32,精装,板楼
工农大街,群力新苑西区,2室1厅,95,9778,东 西,97.16,7,毛坯,板楼
顾乡大街,康安小区(道里区),2室1厅,42,4668,南 北,89.98,7,简装,板楼
群力新区,银泰城,1室1厅,110,14667,东,75,31,其他,板楼
中央大街,通江街,1室1厅,32,9246,东,34.61,7,精装,板楼
兆麟校,买卖街,1室1厅,50,10639,东,47,6,精装,板楼
建国公园,提拉米苏,1室0厅,41,11645,南,35.21,22,精装,板楼
顾乡凯德广场,清河湾小区,2室1厅,52,9123,南 北,57,7,简装,板楼
安字片,安平街,1室1厅,43,10239,南 北,42,7,精装,板塔结合
工农大街,丽水丁香园,1室0厅,51.8,13218,东,39.19,22,简装,板楼
爱建,爱建非常男女,1室1厅,89.8,17303,南,51.9,30,精装,板塔结合
群力新区,河鼓街,1室1厅,26,7165,东 西,36.29,8,其他,板楼
顾乡大街,电炉小区,2室1厅,73,9013,南 北,81,8,简装,板楼
工农大街,翡翠城,2室1厅,145,13303,东 西,109,32,精装,板塔结合
顾乡凯德广场,清河湾小区,2室1厅,68,10625,南 西 北,64,7,毛坯,板楼
群力新区,财智公馆,1室1厅,65,12479,西,52.09,33,精装,板塔结合
安字片,安丰街,2室0厅,32,6720,南,47.62,7,简装,板塔结合
公路大桥,共乐小区,2室1厅,37,8223,南,45,8,简装,板塔结合
团结萧红校哈站北秀宾馆,地德里小区(地工街),2室1厅,42,7637,南 北,55,8,简装,板楼
兆麟校,公园街,1室1厅,36,10558,南,34.1,7,简装,板楼
顾乡大街,溪畔嘉园,2室1厅,53,10268,南,51.62,8,简装,板楼
顾乡大街,美晨家园,2室1厅,67.8,12018,西南,56.42,7,简装,板塔结合
群力新区,运华广场 道里区,1室1厅,102,12000,南,85,17,简装,塔楼
工农大街,天薇丽景园,2室1厅,80,11595,南 北,69,7,精装,板楼
安字片,安隆街,1室1厅,33.8,9128,南,37.03,7,简装,板塔结合
顾乡大街,康安小区(道里区),1室1厅,26,7145,西,36.39,8,简装,板楼
团结萧红校哈站北秀宾馆,地德里小区(抚顺街),1室1厅,32.5,9894,南,32.85,8,毛坯,板楼
顾乡大街,都市秀景,2室1厅,54.5,9910,西,55,8,简装,板楼
顾乡大街,新华小区(道里区),1室1厅,38.5,8509,南,45.25,8,简装,板楼
哈西商圈,哈西民主家园,2室1厅,72.8,11200,南,65,32,精装,板楼
